degree,section,stream,course_code,course_name
Bachelor of Business majoring in Procurement and Supply Chain Management,Core courses,Standard study plans,MARK1000,Marketing Principles
Bachelor of Business majoring in Procurement and Supply Chain Management,Core courses,Standard study plans,BUSI1300,Principles of Logistics and Supply Chain Management
Bachelor of Business majoring in Procurement and Supply Chain Management,Core courses,Standard study plans,-,Elective - Open
Bachelor of Business majoring in Procurement and Supply Chain Management,Core courses,Standard study plans,-,Core course
Bachelor of Business majoring in Procurement and Supply Chain Management,Core courses,Standard study plans,BUSI2001,"Emerging Technologies, Data and Business Analytics"
Bachelor of Business majoring in Procurement and Supply Chain Management,Core courses,Standard study plans,BUSI2002,"Negotiation, Conflict Management and Resolution"
Bachelor of Business majoring in Procurement and Supply Chain Management,Core courses,Standard study plans,BUSI2300,Managing Services
Bachelor of Business majoring in Procurement and Supply Chain Management,Core courses,Standard study plans,BUSI2301,Supply Chain Intelligence and Analytics
Bachelor of Business majoring in Procurement and Supply Chain Management,Core courses,Standard study plans,BUSI2302,Fundamentals of Procurement and Supply
Bachelor of Business majoring in Procurement and Supply Chain Management,Core courses,Standard study plans,BUSI2390,WIL (Procurement and Supply Chain Management)
Bachelor of Business majoring in Procurement and Supply Chain Management,Core courses,Standard study plans,-,Core course
Bachelor of Business majoring in Procurement and Supply Chain Management,Core courses,Standard study plans,BUSI3015,Integrated Supply Networks
Bachelor of Business majoring in Procurement and Supply Chain Management,Core courses,Standard study plans,BUSI3016,Procurement for Strategic Advantage
Bachelor of Business majoring in Procurement and Supply Chain Management,Core courses,Standard study plans,BUSI3017,Managing Sustainability in Supply Chains
Bachelor of Business majoring in Procurement and Supply Chain Management,Core courses,Standard study plans,BUSI3013,Strategic Management
Bachelor of Business majoring in Procurement and Supply Chain Management,Core courses,Standard study plans,ENGI6000,Operations Management for Business
Bachelor of Business majoring in Procurement and Supply Chain Management,Core courses,Standard study plans,BUSI2901,WIL / Profession
Bachelor of Business majoring in Procurement and Supply Chain Management,Core courses,Standard study plans,BUSI3009,Negotiated Project in the Bachelor of Business (P and SCM)
Bachelor of Business majoring in Procurement and Supply Chain Management,Core courses,Standard study plans,-,Core course
Bachelor of Business majoring in Procurement and Supply Chain Management,Major courses,,BUSI1300,Principles of Logistics and Supply Chain Management
Bachelor of Business majoring in Procurement and Supply Chain Management,Major courses,,BUSI2300,Managing Services
Bachelor of Business majoring in Procurement and Supply Chain Management,Major courses,,BUSI2301,Supply Chain Intelligence and Analytics
Bachelor of Business majoring in Procurement and Supply Chain Management,Major courses,,BUSI2302,Fundamentals of Procurement and Supply
Bachelor of Business majoring in Procurement and Supply Chain Management,Major courses,,BUSI3015,Integrated Supply Networks
Bachelor of Business majoring in Procurement and Supply Chain Management,Major courses,,BUSI3016,Procurement for Strategic Advantage
Bachelor of Business majoring in Procurement and Supply Chain Management,Major courses,,BUSI3017,Managing Sustainability in Supply Chains
Bachelor of Business majoring in Procurement and Supply Chain Management,Major courses,,ENGI6000,Operations Management for Business
Bachelor of Business majoring in Procurement and Supply Chain Management,Major courses,Standard study plans,ACCT1000,Accounting for Decision Makers
Bachelor of Business majoring in Procurement and Supply Chain Management,Major courses,Standard study plans,BUSI1001,Business Law
Bachelor of Business majoring in Procurement and Supply Chain Management,Major courses,Standard study plans,BUSI1002,"Management, Organisations and Leadership"
Bachelor of Business majoring in Procurement and Supply Chain Management,Major courses,Standard study plans,ECON1000,Principles of Economics
Bachelor of Business majoring in Procurement and Supply Chain Management,Major courses,Standard study plans,MARK1000,Marketing Principles
Bachelor of Business majoring in Procurement and Supply Chain Management,Major courses,Standard study plans,BUSI1300,Principles of Logistics and Supply Chain Management
Bachelor of Business majoring in Procurement and Supply Chain Management,Major courses,Standard study plans,-,Elective - Open
Bachelor of Business majoring in Procurement and Supply Chain Management,Major courses,Standard study plans,-,Core course
Bachelor of Business majoring in Procurement and Supply Chain Management,Major courses,Standard study plans,BUSI2001,"Emerging Technologies, Data and Business Analytics"
Bachelor of Business majoring in Procurement and Supply Chain Management,Major courses,Standard study plans,BUSI2002,"Negotiation, Conflict Management and Resolution"
Bachelor of Business majoring in Procurement and Supply Chain Management,Major courses,Standard study plans,BUSI2300,Managing Services
Bachelor of Business majoring in Procurement and Supply Chain Management,Major courses,Standard study plans,BUSI2301,Supply Chain Intelligence and Analytics
Bachelor of Business majoring in Procurement and Supply Chain Management,Major courses,Standard study plans,BUSI2302,Fundamentals of Procurement and Supply
Bachelor of Business majoring in Procurement and Supply Chain Management,Major courses,Standard study plans,BUSI2390,WIL (Procurement and Supply Chain Management)
Bachelor of Business majoring in Procurement and Supply Chain Management,Major courses,Standard study plans,-,Core course
Bachelor of Business majoring in Procurement and Supply Chain Management,Major courses,Standard study plans,BUSI3015,Integrated Supply Networks
Bachelor of Business majoring in Procurement and Supply Chain Management,Major courses,Standard study plans,BUSI3016,Procurement for Strategic Advantage
Bachelor of Business majoring in Procurement and Supply Chain Management,Major courses,Standard study plans,BUSI3017,Managing Sustainability in Supply Chains
Bachelor of Business majoring in Procurement and Supply Chain Management,Major courses,Standard study plans,BUSI3013,Strategic Management
Bachelor of Business majoring in Procurement and Supply Chain Management,Major courses,Standard study plans,ENGI6000,Operations Management for Business
Bachelor of Business majoring in Procurement and Supply Chain Management,Major courses,Standard study plans,BUSI2901,WIL / Profession
Bachelor of Business majoring in Procurement and Supply Chain Management,Major courses,Standard study plans,BUSI3009,Negotiated Project in the Bachelor of Business (P and SCM)
Bachelor of Business majoring in Procurement and Supply Chain Management,Major courses,Standard study plans,-,Core course
Bachelor of Business majoring in Procurement and Supply Chain Management,Work integrated learning,,BUSI1005,eChallenge
Bachelor of Business majoring in Procurement and Supply Chain Management,Work integrated learning,,BUSI2900,WIL/ Profession
Bachelor of Business majoring in Procurement and Supply Chain Management,Work integrated learning,,BUSI2901,WIL / Profession
Bachelor of Business majoring in Procurement and Supply Chain Management,Work integrated learning,,BUSI2007,Business Lifecycles
Bachelor of Business majoring in Procurement and Supply Chain Management,Work integrated learning,,BUSI2390,WIL (Procurement and Supply Chain Management)
Bachelor of Business majoring in Procurement and Supply Chain Management,Work integrated learning,,SPOR2900,Sport Practicum 1
Bachelor of Business majoring in Procurement and Supply Chain Management,Work integrated learning,,SPOR3900,Sport Practicum 2
Bachelor of Business majoring in Procurement and Supply Chain Management,Work integrated learning,,MARK3900,Integrated Marketing
Bachelor of Business majoring in Procurement and Supply Chain Management,Work integrated learning,,MDIA3016,Strategic Communication in Practice
Bachelor of Business majoring in Procurement and Supply Chain Management,Work integrated learning,,PROJ2900,WIL
Bachelor of Business majoring in Procurement and Supply Chain Management,Work integrated learning,,PROJ3000,Project Management Professional Practice
Bachelor of Business majoring in Procurement and Supply Chain Management,Work integrated learning,Standard study plans,ACCT1000,Accounting for Decision Makers
Bachelor of Business majoring in Procurement and Supply Chain Management,Work integrated learning,Standard study plans,BUSI1001,Business Law
Bachelor of Business majoring in Procurement and Supply Chain Management,Work integrated learning,Standard study plans,BUSI1002,"Management, Organisations and Leadership"
Bachelor of Business majoring in Procurement and Supply Chain Management,Work integrated learning,Standard study plans,ECON1000,Principles of Economics
Bachelor of Business majoring in Procurement and Supply Chain Management,Work integrated learning,Standard study plans,MARK1000,Marketing Principles
Bachelor of Business majoring in Procurement and Supply Chain Management,Work integrated learning,Standard study plans,BUSI1300,Principles of Logistics and Supply Chain Management
Bachelor of Business majoring in Procurement and Supply Chain Management,Work integrated learning,Standard study plans,-,Elective - Open
Bachelor of Business majoring in Procurement and Supply Chain Management,Work integrated learning,Standard study plans,-,Core course
Bachelor of Business majoring in Procurement and Supply Chain Management,Work integrated learning,Standard study plans,BUSI2001,"Emerging Technologies, Data and Business Analytics"
Bachelor of Business majoring in Procurement and Supply Chain Management,Work integrated learning,Standard study plans,BUSI2002,"Negotiation, Conflict Management and Resolution"
Bachelor of Business majoring in Procurement and Supply Chain Management,Work integrated learning,Standard study plans,BUSI2300,Managing Services
Bachelor of Business majoring in Procurement and Supply Chain Management,Work integrated learning,Standard study plans,BUSI2301,Supply Chain Intelligence and Analytics
Bachelor of Business majoring in Procurement and Supply Chain Management,Work integrated learning,Standard study plans,BUSI2302,Fundamentals of Procurement and Supply
Bachelor of Business majoring in Procurement and Supply Chain Management,Work integrated learning,Standard study plans,BUSI2390,WIL (Procurement and Supply Chain Management)
Bachelor of Business majoring in Procurement and Supply Chain Management,Work integrated learning,Standard study plans,-,Core course
Bachelor of Business majoring in Procurement and Supply Chain Management,Work integrated learning,Standard study plans,BUSI3015,Integrated Supply Networks
Bachelor of Business majoring in Procurement and Supply Chain Management,Work integrated learning,Standard study plans,BUSI3016,Procurement for Strategic Advantage
Bachelor of Business majoring in Procurement and Supply Chain Management,Work integrated learning,Standard study plans,BUSI3017,Managing Sustainability in Supply Chains
Bachelor of Business majoring in Procurement and Supply Chain Management,Work integrated learning,Standard study plans,BUSI3013,Strategic Management
Bachelor of Business majoring in Procurement and Supply Chain Management,Work integrated learning,Standard study plans,ENGI6000,Operations Management for Business
Bachelor of Business majoring in Procurement and Supply Chain Management,Work integrated learning,Standard study plans,BUSI2901,WIL / Profession
Bachelor of Business majoring in Procurement and Supply Chain Management,Work integrated learning,Standard study plans,BUSI3009,Negotiated Project in the Bachelor of Business (P and SCM)
Bachelor of Business majoring in Procurement and Supply Chain Management,Work integrated learning,Standard study plans,-,Core course
Bachelor of Business majoring in Procurement and Supply Chain Management,Electives,Elective - Open,AUXX1011,Elective 1
Bachelor of Business majoring in Procurement and Supply Chain Management,Electives,Elective - Open,AUXX1012,Elective 2
Bachelor of Business majoring in Procurement and Supply Chain Management,Electives,Elective - Open,AUXX1013,Elective 3
Bachelor of Business majoring in Procurement and Supply Chain Management,Electives,Elective - Open,AUXX1014,Elective 4
Bachelor of Business majoring in Procurement and Supply Chain Management,Electives,Program electives - Procurement and Supply Chain Management major,BUSI3009,Negotiated Project in the Bachelor of Business (P and SCM)
Bachelor of Business majoring in Procurement and Supply Chain Management,Electives,Program electives - Procurement and Supply Chain Management major,IBUS2000,International Business Environment
Bachelor of Business majoring in Procurement and Supply Chain Management,Electives,Program electives - Procurement and Supply Chain Management major,IBUS2002,International Human Resource Management
Bachelor of Business majoring in Procurement and Supply Chain Management,Electives,Program electives - Project Management major,PROJ3001,Project Procurement and Resourcing
Bachelor of Business majoring in Procurement and Supply Chain Management,Electives,Program electives - Project Management major,PROJ3004,Leadership in Stakeholder Management
Bachelor of Business majoring in Procurement and Supply Chain Management,Electives,Progam electives -  Marketing and Communication major,MARK3023,Service Design and Marketing
Bachelor of Business majoring in Procurement and Supply Chain Management,Electives,Program electives - Marketing and Design major,MARK3023,Service Design and Marketing
Bachelor of Business majoring in Procurement and Supply Chain Management,Electives,Standard study plans,ACCT1000,Accounting for Decision Makers
Bachelor of Business majoring in Procurement and Supply Chain Management,Electives,Standard study plans,BUSI1001,Business Law
Bachelor of Business majoring in Procurement and Supply Chain Management,Electives,Standard study plans,BUSI1002,"Management, Organisations and Leadership"
Bachelor of Business majoring in Procurement and Supply Chain Management,Electives,Standard study plans,ECON1000,Principles of Economics
Bachelor of Business majoring in Procurement and Supply Chain Management,Electives,Standard study plans,MARK1000,Marketing Principles
Bachelor of Business majoring in Procurement and Supply Chain Management,Electives,Standard study plans,BUSI1300,Principles of Logistics and Supply Chain Management
Bachelor of Business majoring in Procurement and Supply Chain Management,Electives,Standard study plans,-,Elective - Open
Bachelor of Business majoring in Procurement and Supply Chain Management,Electives,Standard study plans,-,Core course
Bachelor of Business majoring in Procurement and Supply Chain Management,Electives,Standard study plans,BUSI2001,"Emerging Technologies, Data and Business Analytics"
Bachelor of Business majoring in Procurement and Supply Chain Management,Electives,Standard study plans,BUSI2002,"Negotiation, Conflict Management and Resolution"
Bachelor of Business majoring in Procurement and Supply Chain Management,Electives,Standard study plans,BUSI2300,Managing Services
Bachelor of Business majoring in Procurement and Supply Chain Management,Electives,Standard study plans,BUSI2301,Supply Chain Intelligence and Analytics
Bachelor of Business majoring in Procurement and Supply Chain Management,Electives,Standard study plans,BUSI2302,Fundamentals of Procurement and Supply
Bachelor of Business majoring in Procurement and Supply Chain Management,Electives,Standard study plans,BUSI2390,WIL (Procurement and Supply Chain Management)
Bachelor of Business majoring in Procurement and Supply Chain Management,Electives,Standard study plans,-,Core course
Bachelor of Business majoring in Procurement and Supply Chain Management,Electives,Standard study plans,BUSI3015,Integrated Supply Networks
Bachelor of Business majoring in Procurement and Supply Chain Management,Electives,Standard study plans,BUSI3016,Procurement for Strategic Advantage
Bachelor of Business majoring in Procurement and Supply Chain Management,Electives,Standard study plans,BUSI3017,Managing Sustainability in Supply Chains
Bachelor of Business majoring in Procurement and Supply Chain Management,Electives,Standard study plans,BUSI3013,Strategic Management
Bachelor of Business majoring in Procurement and Supply Chain Management,Electives,Standard study plans,ENGI6000,Operations Management for Business
Bachelor of Business majoring in Procurement and Supply Chain Management,Electives,Standard study plans,BUSI2901,WIL / Profession
Bachelor of Business majoring in Procurement and Supply Chain Management,Electives,Standard study plans,BUSI3009,Negotiated Project in the Bachelor of Business (P and SCM)
Bachelor of Business majoring in Procurement and Supply Chain Management,Electives,Standard study plans,-,Core course
Bachelor of Business majoring in Project Management,Core courses,Common core,COREX001,An Ethically Rich Life
Bachelor of Business majoring in Project Management,Core courses,Common core,COREX002,Fact or Fiction: Data for Everyone
Bachelor of Business majoring in Project Management,Core courses,Common core,COREX003,Igniting Change: Ideas to Action
Bachelor of Business majoring in Project Management,Core courses,Common core,COREX004,"Proppa Ways, Future Practice"
Bachelor of Business majoring in Project Management,Core courses,Common core,COREX005,"Responsible AI: Bridging Ethics, Education and Industry"
Bachelor of Business majoring in Project Management,Core courses,Common core,COREX006,"Ways of Being, Ways of Seeing"
Bachelor of Business majoring in Project Management,Core courses,Program core,ACCT1000,Accounting for Decision Makers
Bachelor of Business majoring in Project Management,Core courses,Program core,BUSI1002,"Management, Organisations and Leadership"
Bachelor of Business majoring in Project Management,Core courses,Program core,BUSI2001,"Emerging Technologies, Data and Business Analytics"
Bachelor of Business majoring in Project Management,Core courses,Program core,MARK1000,Marketing Principles
Bachelor of Business majoring in Project Management,Core courses,Program core selectives,BUSI1001,Business Law
Bachelor of Business majoring in Project Management,Core courses,Program core selectives,BUSI2002,"Negotiation, Conflict Management and Resolution"
Bachelor of Business majoring in Project Management,Core courses,Program core selectives,BUSI3013,Strategic Management
Bachelor of Business majoring in Project Management,Core courses,Program core selectives,ECON1000,Principles of Economics
Bachelor of Business majoring in Project Management,Core courses,Program core selectives,MDIA2021,Research Methods in Media and Communication
Bachelor of Business majoring in Project Management,Core courses,Program core selectives,MDIA2022,"Media Law, Policy and Ethics"
Bachelor of Business majoring in Project Management,Core courses,Program core selectives,MDIA2102,Promotional Culture
Bachelor of Business majoring in Project Management,Core courses,Program core selectives,MDIA3017,Strategic Planning for Media and Communication
Bachelor of Business majoring in Project Management,Core courses,Program core selectives,GRAP1004,Digital Design Principles and Methods
Bachelor of Business majoring in Project Management,Core courses,Program core selectives,PROJ1000,Foundations of Project Management
Bachelor of Business majoring in Project Management,Core courses,Program core selectives,PROJ1001,Scheduling and Cost Management
Bachelor of Business majoring in Project Management,Core courses,Program core selectives,PROJ3006,Project Logistics and Supply Chains
Bachelor of Business majoring in Project Management,Core courses,Standard study plans,BUSI1002,"Management, Organisations and Leadership"
Bachelor of Business majoring in Project Management,Core courses,Standard study plans,ECON1000,Principles of Economics
Bachelor of Business majoring in Project Management,Core courses,Standard study plans,PROJ1000,Foundations of Project Management
Bachelor of Business majoring in Project Management,Core courses,Standard study plans,-,Core course
Bachelor of Business majoring in Project Management,Core courses,Standard study plans,ACCT1000,Accounting for Decision Makers
Bachelor of Business majoring in Project Management,Core courses,Standard study plans,BUSI1001,Business Law
Bachelor of Business majoring in Project Management,Core courses,Standard study plans,MARK1000,Marketing Principles
Bachelor of Business majoring in Project Management,Core courses,Standard study plans,PROJ1001,Scheduling and Cost Management
Bachelor of Business majoring in Project Management,Core courses,Standard study plans,PROJ2002,Project Management Methodologies and Concepts
Bachelor of Business majoring in Project Management,Core courses,Standard study plans,PROJ2005,Project Risk Management
Bachelor of Business majoring in Project Management,Core courses,Standard study plans,PROJ3005,Infrastructure and Sustainability
Bachelor of Business majoring in Project Management,Core courses,Standard study plans,PROJ3006,Project Logistics and Supply Chains
Bachelor of Business majoring in Project Management,Core courses,Standard study plans,BUSI2001,"Emerging Technologies, Data and Business Analytics"
Bachelor of Business majoring in Project Management,Core courses,Standard study plans,PROJ2003,Systems Thinking and Projects
Bachelor of Business majoring in Project Management,Core courses,Standard study plans,PROJ2004,Industry Based Applications
Bachelor of Business majoring in Project Management,Core courses,Standard study plans,-,Core course
Bachelor of Business majoring in Project Management,Core courses,Standard study plans,PROJ3000,Project Management Professional Practice
Bachelor of Business majoring in Project Management,Core courses,Standard study plans,PROJ3002,PM Research Methods
Bachelor of Business majoring in Project Management,Core courses,Standard study plans,-,Core course
Bachelor of Business majoring in Project Management,Core courses,Standard study plans,PROJ3003,Project Management Research Study
Bachelor of Business majoring in Project Management,Core courses,Standard study plans,PROJ3001,Project Procurement and Resourcing
Bachelor of Business majoring in Project Management,Core courses,Standard study plans,PROJ3004,Leadership in Stakeholder Management
Bachelor of Business majoring in Project Management,Major courses,,PROJ2002,Project Management Methodologies and Concepts
Bachelor of Business majoring in Project Management,Major courses,,PROJ2003,Systems Thinking and Projects
Bachelor of Business majoring in Project Management,Major courses,,PROJ2004,Industry Based Applications
Bachelor of Business majoring in Project Management,Major courses,,PROJ2005,Project Risk Management
Bachelor of Business majoring in Project Management,Major courses,,PROJ3002,PM Research Methods
Bachelor of Business majoring in Project Management,Major courses,,PROJ3003,Project Management Research Study
Bachelor of Business majoring in Project Management,Major courses,,PROJ3005,Infrastructure and Sustainability
Bachelor of Business majoring in Project Management,Major courses,Standard study plans,BUSI1002,"Management, Organisations and Leadership"
Bachelor of Business majoring in Project Management,Major courses,Standard study plans,ECON1000,Principles of Economics
Bachelor of Business majoring in Project Management,Major courses,Standard study plans,PROJ1000,Foundations of Project Management
Bachelor of Business majoring in Project Management,Major courses,Standard study plans,-,Core course
Bachelor of Business majoring in Project Management,Major courses,Standard study plans,ACCT1000,Accounting for Decision Makers
Bachelor of Business majoring in Project Management,Major courses,Standard study plans,BUSI1001,Business Law
Bachelor of Business majoring in Project Management,Major courses,Standard study plans,MARK1000,Marketing Principles
Bachelor of Business majoring in Project Management,Major courses,Standard study plans,PROJ1001,Scheduling and Cost Management
Bachelor of Business majoring in Project Management,Major courses,Standard study plans,PROJ2002,Project Management Methodologies and Concepts
Bachelor of Business majoring in Project Management,Major courses,Standard study plans,PROJ2005,Project Risk Management
Bachelor of Business majoring in Project Management,Major courses,Standard study plans,PROJ3005,Infrastructure and Sustainability
Bachelor of Business majoring in Project Management,Major courses,Standard study plans,PROJ3006,Project Logistics and Supply Chains
Bachelor of Business majoring in Project Management,Major courses,Standard study plans,BUSI2001,"Emerging Technologies, Data and Business Analytics"
Bachelor of Business majoring in Project Management,Major courses,Standard study plans,PROJ2003,Systems Thinking and Projects
Bachelor of Business majoring in Project Management,Major courses,Standard study plans,PROJ2004,Industry Based Applications
Bachelor of Business majoring in Project Management,Major courses,Standard study plans,-,Core course
Bachelor of Business majoring in Project Management,Major courses,Standard study plans,PROJ3000,Project Management Professional Practice
Bachelor of Business majoring in Project Management,Major courses,Standard study plans,PROJ3002,PM Research Methods
Bachelor of Business majoring in Project Management,Major courses,Standard study plans,-,Core course
Bachelor of Business majoring in Project Management,Major courses,Standard study plans,PROJ3003,Project Management Research Study
Bachelor of Business majoring in Project Management,Major courses,Standard study plans,PROJ3001,Project Procurement and Resourcing
Bachelor of Business majoring in Project Management,Major courses,Standard study plans,PROJ3004,Leadership in Stakeholder Management
Bachelor of Business majoring in Project Management,Work integrated learning,,BUSI1005,eChallenge
Bachelor of Business majoring in Project Management,Work integrated learning,,BUSI2900,WIL/ Profession
Bachelor of Business majoring in Project Management,Work integrated learning,,BUSI2901,WIL / Profession
Bachelor of Business majoring in Project Management,Work integrated learning,,BUSI2007,Business Lifecycles
Bachelor of Business majoring in Project Management,Work integrated learning,,BUSI2390,WIL (Procurement and Supply Chain Management)
Bachelor of Business majoring in Project Management,Work integrated learning,,SPOR2900,Sport Practicum 1
Bachelor of Business majoring in Project Management,Work integrated learning,,SPOR3900,Sport Practicum 2
Bachelor of Business majoring in Project Management,Work integrated learning,,MARK3900,Integrated Marketing
Bachelor of Business majoring in Project Management,Work integrated learning,,MDIA3016,Strategic Communication in Practice
Bachelor of Business majoring in Project Management,Work integrated learning,,PROJ2900,WIL
Bachelor of Business majoring in Project Management,Work integrated learning,,PROJ3000,Project Management Professional Practice
Bachelor of Business majoring in Project Management,Work integrated learning,Standard study plans,BUSI1002,"Management, Organisations and Leadership"
Bachelor of Business majoring in Project Management,Work integrated learning,Standard study plans,ECON1000,Principles of Economics
Bachelor of Business majoring in Project Management,Work integrated learning,Standard study plans,PROJ1000,Foundations of Project Management
Bachelor of Business majoring in Project Management,Work integrated learning,Standard study plans,-,Core course
Bachelor of Business majoring in Project Management,Work integrated learning,Standard study plans,ACCT1000,Accounting for Decision Makers
Bachelor of Business majoring in Project Management,Work integrated learning,Standard study plans,BUSI1001,Business Law
Bachelor of Business majoring in Project Management,Work integrated learning,Standard study plans,MARK1000,Marketing Principles
Bachelor of Business majoring in Project Management,Work integrated learning,Standard study plans,PROJ1001,Scheduling and Cost Management
Bachelor of Business majoring in Project Management,Work integrated learning,Standard study plans,PROJ2002,Project Management Methodologies and Concepts
Bachelor of Business majoring in Project Management,Work integrated learning,Standard study plans,PROJ2005,Project Risk Management
Bachelor of Business majoring in Project Management,Work integrated learning,Standard study plans,PROJ3005,Infrastructure and Sustainability
Bachelor of Business majoring in Project Management,Work integrated learning,Standard study plans,PROJ3006,Project Logistics and Supply Chains
Bachelor of Business majoring in Project Management,Work integrated learning,Standard study plans,BUSI2001,"Emerging Technologies, Data and Business Analytics"
Bachelor of Business majoring in Project Management,Work integrated learning,Standard study plans,PROJ2003,Systems Thinking and Projects
Bachelor of Business majoring in Project Management,Work integrated learning,Standard study plans,PROJ2004,Industry Based Applications
Bachelor of Business majoring in Project Management,Work integrated learning,Standard study plans,-,Core course
Bachelor of Business majoring in Project Management,Work integrated learning,Standard study plans,PROJ3000,Project Management Professional Practice
Bachelor of Business majoring in Project Management,Work integrated learning,Standard study plans,PROJ3002,PM Research Methods
Bachelor of Business majoring in Project Management,Work integrated learning,Standard study plans,-,Core course
Bachelor of Business majoring in Project Management,Work integrated learning,Standard study plans,PROJ3003,Project Management Research Study
Bachelor of Business majoring in Project Management,Work integrated learning,Standard study plans,PROJ3001,Project Procurement and Resourcing
Bachelor of Business majoring in Project Management,Work integrated learning,Standard study plans,PROJ3004,Leadership in Stakeholder Management
Bachelor of Business majoring in Project Management,Electives,Elective - Open,AUXX1011,Elective 1
Bachelor of Business majoring in Project Management,Electives,Elective - Open,AUXX1012,Elective 2
Bachelor of Business majoring in Project Management,Electives,Elective - Open,AUXX1013,Elective 3
Bachelor of Business majoring in Project Management,Electives,Elective - Open,AUXX1014,Elective 4
Bachelor of Business majoring in Project Management,Electives,Program electives - Procurement and Supply Chain Management major,BUSI3009,Negotiated Project in the Bachelor of Business (P and SCM)
Bachelor of Business majoring in Project Management,Electives,Program electives - Procurement and Supply Chain Management major,IBUS2000,International Business Environment
Bachelor of Business majoring in Project Management,Electives,Program electives - Procurement and Supply Chain Management major,IBUS2002,International Human Resource Management
Bachelor of Business majoring in Project Management,Electives,Program electives - Project Management major,PROJ3001,Project Procurement and Resourcing
Bachelor of Business majoring in Project Management,Electives,Program electives - Project Management major,PROJ3004,Leadership in Stakeholder Management
Bachelor of Business majoring in Project Management,Electives,Progam electives -  Marketing and Communication major,MARK3023,Service Design and Marketing
Bachelor of Business majoring in Project Management,Electives,Program electives - Marketing and Design major,MARK3023,Service Design and Marketing
Bachelor of Business majoring in Project Management,Electives,Standard study plans,BUSI1002,"Management, Organisations and Leadership"
Bachelor of Business majoring in Project Management,Electives,Standard study plans,ECON1000,Principles of Economics
Bachelor of Business majoring in Project Management,Electives,Standard study plans,PROJ1000,Foundations of Project Management
Bachelor of Business majoring in Project Management,Electives,Standard study plans,-,Core course
Bachelor of Business majoring in Project Management,Electives,Standard study plans,ACCT1000,Accounting for Decision Makers
Bachelor of Business majoring in Project Management,Electives,Standard study plans,BUSI1001,Business Law
Bachelor of Business majoring in Project Management,Electives,Standard study plans,MARK1000,Marketing Principles
Bachelor of Business majoring in Project Management,Electives,Standard study plans,PROJ1001,Scheduling and Cost Management
Bachelor of Business majoring in Project Management,Electives,Standard study plans,PROJ2002,Project Management Methodologies and Concepts
Bachelor of Business majoring in Project Management,Electives,Standard study plans,PROJ2005,Project Risk Management
Bachelor of Business majoring in Project Management,Electives,Standard study plans,PROJ3005,Infrastructure and Sustainability
Bachelor of Business majoring in Project Management,Electives,Standard study plans,PROJ3006,Project Logistics and Supply Chains
Bachelor of Business majoring in Project Management,Electives,Standard study plans,BUSI2001,"Emerging Technologies, Data and Business Analytics"
Bachelor of Business majoring in Project Management,Electives,Standard study plans,PROJ2003,Systems Thinking and Projects
Bachelor of Business majoring in Project Management,Electives,Standard study plans,PROJ2004,Industry Based Applications
Bachelor of Business majoring in Project Management,Electives,Standard study plans,-,Core course
Bachelor of Business majoring in Project Management,Electives,Standard study plans,PROJ3000,Project Management Professional Practice
Bachelor of Business majoring in Project Management,Electives,Standard study plans,PROJ3002,PM Research Methods
Bachelor of Business majoring in Project Management,Electives,Standard study plans,-,Core course
Bachelor of Business majoring in Project Management,Electives,Standard study plans,PROJ3003,Project Management Research Study
Bachelor of Business majoring in Project Management,Electives,Standard study plans,PROJ3001,Project Procurement and Resourcing
Bachelor of Business majoring in Project Management,Electives,Standard study plans,PROJ3004,Leadership in Stakeholder Management
Bachelor of Commerce majoring in Accounting,Core courses,Common core,COREX001,An Ethically Rich Life
Bachelor of Commerce majoring in Accounting,Core courses,Common core,COREX002,Fact or Fiction: Data for Everyone
Bachelor of Commerce majoring in Accounting,Core courses,Common core,COREX003,Igniting Change: Ideas to Action
Bachelor of Commerce majoring in Accounting,Core courses,Common core,COREX004,"Proppa Ways, Future Practice"
Bachelor of Commerce majoring in Accounting,Core courses,Common core,COREX005,"Responsible AI: Bridging Ethics, Education and Industry"
Bachelor of Commerce majoring in Accounting,Core courses,Common core,COREX006,"Ways of Being, Ways of Seeing"
Bachelor of Commerce majoring in Accounting,Core courses,Program core,ACCT1000,Accounting for Decision Makers
Bachelor of Commerce majoring in Accounting,Core courses,Program core,BAFI1001,Business Finance
Bachelor of Commerce majoring in Accounting,Core courses,Program core,BUSI1001,Business Law
Bachelor of Commerce majoring in Accounting,Core courses,Program core,BUSI1002,"Management, Organisations and Leadership"
Bachelor of Commerce majoring in Accounting,Core courses,Program core,ECON1012,Data Analytics
Bachelor of Commerce majoring in Accounting,Core courses,Program core,BUSI1009,Predictive and Visual Analytics for Managers and Consultants
Bachelor of Commerce majoring in Accounting,Core courses,Program core,ECON1000,Principles of Economics
Bachelor of Commerce majoring in Accounting,Core courses,Program core,ARTI3000,Business Applications for Artificial Intelligence
Bachelor of Commerce majoring in Accounting,Core courses,Standard study plans,ACCT1000,Accounting for Decision Makers
Bachelor of Commerce majoring in Accounting,Core courses,Standard study plans,BAFI1001,Business Finance
Bachelor of Commerce majoring in Accounting,Core courses,Standard study plans,ECON1012,Data Analytics
Bachelor of Commerce majoring in Accounting,Core courses,Standard study plans,ECON1000,Principles of Economics
Bachelor of Commerce majoring in Accounting,Core courses,Standard study plans,ACCT1001,Financial Accounting 1
